id:ID(KG),:LABEL,name,description,xref,provided_by,source
UMLS:C0264837,Disease,Restrictive cardiomyopathy secondary to glycogen storage disease,,,NCBI:MedGen,NCBI MedGen
UMLS:C0342313,Disease,Hypoglycemia due to diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C4267926,Disease,"Diabetes Mellitus due to Underlying Condition with Proliferative Diabetic Retinopathy with Traction Retinal Detachment Involving the Macula, Right Eye",Evidence of diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula in the right eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0012396,Disease,Exercise-induced hyperinsulinism,"Familial hyperinsulinemic hypoglycemia-7 (HHF7) is characterized by inappropriate insulin secretion, particularly during anaerobic exercise. Exercise-induced episodic syncope may occur (summary by Mei",UMLS:C1864902,NCBI:MedGen,NCBI MedGen
MONDO:0009612,Disease,Methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,"For this GeneReview, the term ""isolated methylmalonic acidemia"" refers to a group of inborn errors of metabolism associated with elevated methylmalonic acid (MMA) concentration in the blood and urine ",UMLS:C1855114,NCBI:MedGen,NCBI MedGen
MONDO:0016603,Disease,Citrullinemia type II,"Citrin deficiency can manifest in newborns or infants as neonatal intrahepatic cholestasis caused by citrin deficiency (NICCD), in older children as failure to thrive and dyslipidemia caused by citrin",UMLS:C1863844,NCBI:MedGen,NCBI MedGen
MONDO:0009282,Disease,Multiple acyl-CoA dehydrogenase deficiency,"Multiple acyl-CoA dehydrogenase deficiency (MADD) represents a clinical spectrum in which presentations can be divided into type I (neonatal onset with congenital anomalies), type II (neonatal onset w",UMLS:C0268596,NCBI:MedGen,NCBI MedGen
UMLS:C2873953,Disease,Drug or Chemical Induced Diabetes Mellitus with Ketoacidosis without Coma,Evidence of drug or chemical induced diabetes mellitus with ketoacidosis without coma.,,NCBI:MedGen,NCBI MedGen
MONDO:0032636,Disease,"Mitochondrial complex I deficiency, nuclear type 33",,UMLS:C4748840,NCBI:MedGen,NCBI MedGen
UMLS:C4268098,Disease,"Type 2 Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment Involving the Macula, Left Eye",Evidence of type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula in the left eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C6007960,Disease,On maximum tolerated dose of medication for diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C4268087,Disease,"Type 2 Diabetes Mellitus with Severe Nonproliferative Diabetic Retinopathy with Macular Edema, Unspecified Eye",Evidence of type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema in an unspecified eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874168,Disease,Other Specified Diabetes Mellitus with Foot Ulcer,Evidence of other specified diabetes mellitus with foot ulcer not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
MONDO:0007534,Disease,Beckwith-Wiedemann syndrome,"Beckwith-Wiedemann syndrome (BWS) is a growth disorder variably characterized by macroglossia, hemihyperplasia, omphalocele, neonatal hypoglycemia, macrosomia, embryonal tumors (e.g., Wilms tumor, hep",UMLS:C0004903,NCBI:MedGen,NCBI MedGen
MONDO:0009529,Disease,Pyruvate dehydrogenase E3 deficiency,"The phenotypes of dihydrolipoamide dehydrogenase (DLD) deficiency are an overlapping continuum that ranges from early-onset neurologic manifestations to adult-onset liver involvement and, rarely, a my",UMLS:C5574660,NCBI:MedGen,NCBI MedGen
MONDO:0009275,Disease,Neonatal hemochromatosis,"Neonatal hemochromatosis (NH) is characterized by hepatic failure in the newborn period and heavy iron staining in the liver. In addition, there is marked siderosis of extrahepatic tissues, including ",UMLS:C0268059,NCBI:MedGen,NCBI MedGen
MONDO:0007906,Disease,"Familial partial lipodystrophy, Dunnigan type",Familial partial lipodystrophy (FPLD) is a metabolic disorder characterized by abnormal subcutaneous adipose tissue distribution beginning in late childhood or early adult life. Affected individuals g,UMLS:C1720860,NCBI:MedGen,NCBI MedGen
UMLS:C2874014,Disease,Drug or Chemical Induced Diabetes Mellitus with Unspecified Complications,Evidence of drug or chemical induced diabetes mellitus with unspecified complications.,,NCBI:MedGen,NCBI MedGen
UMLS:C4267995,Disease,"Drug or Chemical Induced Diabetes Mellitus with Proliferative Diabetic Retinopathy with Combined Traction Retinal Detachment and Rhegmatogenous Retinal Detachment, Bilateral",Evidence of drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment that is bilateral.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268088,Disease,"Type 2 Diabetes Mellitus with Severe Nonproliferative Diabetic Retinopathy without Macular Edema, Right Eye",Evidence of type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268061,Disease,"Type 1 Diabetes Mellitus with Proliferative Diabetic Retinopathy without Macular Edema, Bilateral",Evidence of type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema that is bilateral.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268161,Disease,"Other Specified Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment not Involving the Macula, Bilateral",Evidence of other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula that is bilateral not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268127,Disease,"Other Specified Diabetes Mellitus with Mild Nonproliferative Diabetic Retinopathy with Macular Edema, Bilateral",Evidence of other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema that is bilateral not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268121,Disease,"Type 2 Diabetes Mellitus with Diabetic Macular Edema, Resolved following Treatment, Right Eye",Evidence of type 2 diabetes mellitus with diabetic macular edema which is resolved following treatment in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874159,Disease,Other Specified Diabetes Mellitus with Diabetic Peripheral Angiopathy with Gangrene,Evidence of other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874051,Disease,Type 1 Diabetes Mellitus with Diabetic Peripheral Angiopathy without Gangrene,Evidence of type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene.,,NCBI:MedGen,NCBI MedGen
UMLS:C0264804,Disease,Dilated cardiomyopathy due to glycogen storage disease,,,NCBI:MedGen,NCBI MedGen
UMLS:C4268145,Disease,"Other Specified Diabetes Mellitus with Severe Nonproliferative Diabetic Retinopathy without Macular Edema, Right Eye",Evidence of other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema in the right eye not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874156,Disease,Other Specified Diabetes Mellitus with Other Diabetic Neurological Complication,Evidence of other specified diabetes mellitus with other diabetic neurological complication not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
MONDO:0009747,Disease,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),MPV17-related mitochondrial DNA (mtDNA) maintenance defect presents in the vast majority of affected individuals as an early-onset encephalohepatopathic (hepatocerebral) disease that is typically asso,UMLS:C1850406,NCBI:MedGen,NCBI MedGen
MONDO:0011236,Disease,Hyperinsulinism due to glucokinase deficiency,"Congenital hyperinsulinism is a condition that causes individuals to have abnormally high levels of insulin. Insulin is a hormone that helps control levels of blood glucose, also called blood sugar. P",UMLS:C1865290,NCBI:MedGen,NCBI MedGen
MONDO:0004946,Disease,Hypoglycemia,A decreased concentration of glucose in the blood.,UMLS:C0020615,NCBI:MedGen,NCBI MedGen
UMLS:C5923910,Disease,Hypertension in chronic kidney disease stage 3A due to type 2 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
MONDO:0007415,Disease,Mitochondrial complex III deficiency nuclear type 1,"Autosomal recessive mitochondrial complex III deficiency is a severe multisystem disorder with onset at birth of lactic acidosis, hypotonia, hypoglycemia, failure to thrive, encephalopathy, and delaye",UMLS:C3541471,NCBI:MedGen,NCBI MedGen
MONDO:0013038,Disease,CLOVES syndrome,PIK3CA-related overgrowth spectrum (PROS) encompasses a range of clinical findings in which the core features are congenital or early-childhood onset of segmental/focal overgrowth with or without cell,UMLS:C2752042,NCBI:MedGen,NCBI MedGen
UMLS:C4685705,Disease,"Grade 2 Hyperglycemia, CTCAE",Change in daily management from baseline for a diabetic; oral antiglycemic agent initiated; workup for diabetes,,NCBI:MedGen,NCBI MedGen
UMLS:C2874131,Disease,Other Specified Diabetes Mellitus with Diabetic Chronic Kidney Disease,Evidence of other specified diabetes mellitus with diabetic chronic kidney disease not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
MONDO:0017185,Disease,Autosomal dominant hyperinsulinism due to Kir6.2 deficiency,"A form of diazoxide-sensitive diffuse hyperinsulinism (DHI) characterised by hypoglycaemic episodes that are usually mild, escaping detection during infancy, and usually a good clinical response to di",UMLS:C4274081,NCBI:MedGen,NCBI MedGen
MONDO:0958022,Disease,"Lipodystrophy, familial partial, type 8",Familial partial lipodystrophy type 8 (FPLD8) is an autosomal dominant disorder characterized by abnormal distribution of subcutaneous adipose tissue. Affected individuals showed selective loss of sub,UMLS:C5882744,NCBI:MedGen,NCBI MedGen
UMLS:C2873939,Disease,Diabetes Mellitus due to Underlying Condition with Periodontal Disease,Evidence of diabetes mellitus due to underlying condition with periodontal disease.,,NCBI:MedGen,NCBI MedGen
MONDO:0009880,Disease,Short stature-pituitary and cerebellar defects-small sella turcica syndrome,"Short stature-pituitary and cerebellar defects-small sella turcica syndrome is characterised by short stature, anterior pituitary hormone deficiency, small sella turcica, and a hypoplastic anterior hy",UMLS:C2678408,NCBI:MedGen,NCBI MedGen
UMLS:C4268081,Disease,"Type 2 Diabetes Mellitus with Moderate Nonproliferative Diabetic Retinopathy without Macular Edema, Left Eye",Evidence of type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema in the left eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0012099,Disease,AICA-ribosiduria,"AICA-ribosiduria is characterized by severe to profound global neurodevelopmental impairment, severe visual impairment due to chorioretinal atrophy, ante-postnatal growth impairment, and severe scolio",UMLS:C1837530,NCBI:MedGen,NCBI MedGen
MONDO:0060578,Disease,"Neurodevelopmental disorder, mitochondrial, with abnormal movements and lactic acidosis, with or without seizures","The current (but limited) understanding of the WARS2 deficiency phenotypic spectrum, based on 29 individuals from 24 families reported to date, can be viewed as a clustering of hallmark features withi",UMLS:C4540192,NCBI:MedGen,NCBI MedGen
UMLS:C2673745,Disease,Galactosuria without galactosemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C2874070,Disease,Type 1 Diabetes Mellitus with Hyperglycemia,Evidence of type 1 diabetes mellitus with hyperglycemia.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874058,Disease,Type 1 Diabetes Mellitus with Other Diabetic Arthropathy,Evidence of type 1 diabetes mellitus with other diabetic arthropathy.,,NCBI:MedGen,NCBI MedGen
MONDO:0014066,Disease,Mitochondrial complex III deficiency nuclear type 5,"Mitochondrial complex III deficiency is a genetic condition that can affect several parts of the body, including the brain, kidneys, liver, heart, and the muscles used for movement (skeletal muscles).",UMLS:C3554608,NCBI:MedGen,NCBI MedGen
UMLS:C5786272,Disease,"Drug or Chemical Induced Diabetes Mellitus with Severe Non-Proliferative Diabetic Retinopathy without Macular Edema, Right Eye",Evidence of drug or chemical induced diabetes mellitus with severe non-proliferative diabetic retinopathy without macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0002908,Disease,Glucose metabolism disease,A metabolic disorder characterized by abnormal blood glucose levels.,UMLS:C1257958,NCBI:MedGen,NCBI MedGen
UMLS:C5923889,Disease,Hypertension in chronic kidney disease stage 3 due to type 1 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C2903695,Disease,Other Pre-Existing Diabetes Mellitus in the Puerperium,Evidence of other pre-existing diabetes mellitus in the puerperium not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874053,Disease,Type 1 Diabetes Mellitus with Diabetic Peripheral Angiopathy with Gangrene,Evidence of type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene.,,NCBI:MedGen,NCBI MedGen
MONDO:0010785,Disease,Diabetes-deafness syndrome maternally transmitted,Maternally inherited diabetes-deafness syndrome (MIDD) is a mitochondrial disorder characterized by onset of sensorineural hearing loss and diabetes in adulthood. Some patients may have additional fea,UMLS:C0342289,NCBI:MedGen,NCBI MedGen
UMLS:C1968740,Disease,Glycogen storage disease IIIb,,,NCBI:MedGen,NCBI MedGen
UMLS:C4685719,Disease,"Grade 2 Hypoglycemia, CTCAE",<55-40 mg/dL; <3.0-2.2 mmol/L,,NCBI:MedGen,NCBI MedGen
MONDO:0012574,Disease,17p11.2 microduplication syndrome,"Potocki-Lupski syndrome (PTLS) is characterized by cognitive, behavioral, and medical manifestations. Cognitively, most individuals present with developmental delay, later meeting criteria for moderat",UMLS:C2931246,NCBI:MedGen,NCBI MedGen
UMLS:C2903663,Disease,"Pre-Existing Type 1 Diabetes Mellitus, in the Puerperium",Evidence of pre-existing type 1 diabetes mellitus in the puerperium.,,NCBI:MedGen,NCBI MedGen
MONDO:0017320,Disease,Phosphoenolpyruvate carboxykinase (GTP) deficiency,"A rare gluconeogenesis disorder that results from impairment in the enzyme phosphoenolpyruvate carboxykinase, and comprised of cytosolic and mitochondrial forms of enzyme deficiency. Onset of symptoms",UMLS:C0268194,NCBI:MedGen,NCBI MedGen
UMLS:C0421249,Disease,Last hypoglycemia attack,,,NCBI:MedGen,NCBI MedGen
UMLS:C4268167,Disease,"Other Specified Diabetes Mellitus with Proliferative Diabetic Retinopathy with Combined Traction Retinal Detachment and Rhegmatogenous Retinal Detachment, Unspecified Eye","Evidence of other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye not specified els",,NCBI:MedGen,NCBI MedGen
UMLS:C4543785,Disease,Transient neonatal hypoglycemia due to hyperinsulinemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C2873947,Disease,Diabetes Mellitus due to Underlying Condition without Complications,Evidence of diabetes mellitus due to underlying condition without complications.,,NCBI:MedGen,NCBI MedGen
MONDO:0009258,Disease,Deficiency of UDPglucose-hexose-1-phosphate uridylyltransferase,"The term ""galactosemia"" refers to disorders of galactose metabolism that include classic galactosemia, clinical variant galactosemia, and biochemical variant galactosemia (not covered in this chapter)",UMLS:C0268151,NCBI:MedGen,NCBI MedGen
UMLS:C4268050,Disease,"Type 1 Diabetes Mellitus with Proliferative Diabetic Retinopathy with Combined Traction Retinal Detachment and Rhegmatogenous Retinal Detachment, Right Eye",Evidence of type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C5975168,Disease,Remitting diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C1559926,Disease,"Grade 4 Serum Hypoglycemia, CTCAE",,,NCBI:MedGen,NCBI MedGen
UMLS:C2873998,Disease,Drug or Chemical Induced Diabetes Mellitus with Diabetic Neuropathic Arthropathy,Evidence of drug or chemical induced diabetes mellitus with diabetic neuropathic arthropathy.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268021,Disease,"Type 1 Diabetes Mellitus with Moderate Nonproliferative Diabetic Retinopathy with Macular Edema, Bilateral",Evidence of type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema that is bilateral.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874167,Disease,Other Specified Diabetes Mellitus with Diabetic Dermatitis,Evidence of other specified diabetes mellitus with diabetic dermatitis not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
MONDO:0009070,Disease,D-Glyceric aciduria,"D-glyceric aciduria is a rare autosomal recessive metabolic disorder with a highly variable phenotype. Some patients have an encephalopathic presentation, with severely impaired intellectual developme",UMLS:C0342765,NCBI:MedGen,NCBI MedGen
UMLS:C5922319,Disease,No history of diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
MONDO:0009415,Disease,Leucine-induced hypoglycemia,"Leucine-sensitive hypoglycemia (LIH) is a condition in which symptomatic hypoglycemia is provoked by protein meals or the amino acid leucine (summary by Magge et al., 2004).",UMLS:C0271714,NCBI:MedGen,NCBI MedGen
UMLS:C2903699,Disease,Unspecified Diabetes Mellitus in Childbirth,Evidence of unspecified diabetes mellitus in childbirth.,,NCBI:MedGen,NCBI MedGen
MONDO:0008287,Disease,Greig cephalopolysyndactyly syndrome,"Typical GLI3-related Greig cephalopolysyndactyly syndrome (GLI3-GCPS) is characterized by macrocephaly, widely spaced eyes associated with increased interpupillary distance, preaxial polydactyly with ",UMLS:C0265306,NCBI:MedGen,NCBI MedGen
MONDO:0002413,Disease,"Glycogen storage disease, type I",Glycogen storage disease type I (GSD I) is characterized by accumulation of glycogen and fat in the liver and kidneys resulting in hepatomegaly and nephromegaly. Severely affected infants present in t,UMLS:C0017920,NCBI:MedGen,NCBI MedGen
UMLS:C5818640,Disease,Wolfram syndrome type 1,"A rare genetic endocrine disorder with characteristics of type 1 diabetes mellitus (DM), diabetes insipidus (DI), sensorineural deafness (D), bilateral optical atrophy (OA) and neurological signs. Typ",,NCBI:MedGen,NCBI MedGen
MONDO:0009369,Disease,Non-immune hydrops fetalis,"Hydrops fetalis is a descriptive term for generalized edema of the fetus, with fluid accumulation in extravascular components and body cavities. It is not a diagnosis in itself, but a symptom and end-",UMLS:C0455988,NCBI:MedGen,NCBI MedGen
UMLS:C2903697,Disease,"Unspecified Diabetes Mellitus in Pregnancy, Second Trimester",Evidence of unspecified diabetes mellitus in pregnancy in the second trimester.,,NCBI:MedGen,NCBI MedGen
UMLS:C2873984,Disease,Drug or Chemical Induced Diabetes Mellitus with Neurological Complication with Diabetic Mononeuropathy,Evidence of drug or chemical induced diabetes mellitus with neurological complication with diabetic mononeuropathy.,,NCBI:MedGen,NCBI MedGen
UMLS:C5786213,Disease,Diabetes Mellitus due to Underlying Condition with Hyperosmolarity without Non-Ketotic Hyperglycemic-Hyperosmolar Coma,Evidence of diabetes mellitus due to underlying condition with hyperosmolarity without non-ketotic hyperglycemic-hyperosmolar coma.,,NCBI:MedGen,NCBI MedGen
MONDO:0017182,Disease,Familial hyperinsulinism,"The severity of congenital hyperinsulinism varies widely among affected individuals, even among members of the same family. About 60 percent of infants with this condition experience a hypoglycemic ep",UMLS:C3888018,NCBI:MedGen,NCBI MedGen
MONDO:0005015,Disease,Diabetes mellitus,A group of abnormalities characterized by hyperglycemia and glucose intolerance.,UMLS:C0011849,NCBI:MedGen,NCBI MedGen
MONDO:0014911,Disease,"Growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy","GRIDHH is an autosomal recessive multisystem disorder characterized by  poor overall growth, impaired intellectual development, hypotonia, and variable liver dysfunction. Additional features, such as ",UMLS:C4310720,NCBI:MedGen,NCBI MedGen
UMLS:C4268059,Disease,"Type 1 Diabetes Mellitus with Proliferative Diabetic Retinopathy without Macular Edema, Right Eye",Evidence of type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874007,Disease,Drug or Chemical Induced Diabetes Mellitus with Periodontal Disease,Evidence of drug or chemical induced diabetes mellitus with periodontal disease.,,NCBI:MedGen,NCBI MedGen
UMLS:C2903698,Disease,"Unspecified Diabetes Mellitus in Pregnancy, Third Trimester",Evidence of unspecified diabetes mellitus in pregnancy in the third trimester.,,NCBI:MedGen,NCBI MedGen
MONDO:0012382,Disease,"Hyperinsulinemic hypoglycemia, familial, 4","Congenital hyperinsulinism is a condition that causes individuals to have abnormally high levels of insulin. Insulin is a hormone that helps control levels of blood glucose, also called blood sugar. P",UMLS:C1864948,NCBI:MedGen,NCBI MedGen
UMLS:C4268176,Disease,"Other Specified Diabetes Mellitus with Proliferative Diabetic Retinopathy without Macular Edema, Unspecified Eye","Evidence of other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye not specified elsewhere.",,NCBI:MedGen,NCBI MedGen
MONDO:1030000,Disease,Hyperinsulinemic hypoglycemia with polycystic kidney disease,"Any hyperinsulinemic hypoglycemia which is accompanied by cystic structures in the kidneys, and in which the cause of the disease is a variation in the PMM2 promoter.",UMLS:CN377840,NCBI:MedGen,NCBI MedGen
UMLS:C5786246,Disease,Drug or Chemical Induced Diabetes Mellitus with Mild Non-Proliferative Diabetic Retinopathy with Macular Edema,Evidence of drug or chemical induced diabetes mellitus with mild non-proliferative diabetic retinopathy with macular edema.,,NCBI:MedGen,NCBI MedGen
UMLS:C5786221,Disease,"Diabetes Mellitus due to Underlying Condition with Mild Non-Proliferative Diabetic Retinopathy without Macular Edema, Left Eye",Evidence of diabetes mellitus due to underlying condition with mild non-proliferative diabetic retinopathy without macular edema in the left eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268005,Disease,"Drug or Chemical Induced Diabetes Mellitus with Proliferative Diabetic Retinopathy without Macular Edema, Unspecified Eye",Evidence of drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema in an unspecified eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0013787,Disease,"Psychomotor retardation, epilepsy, and craniofacial dysmorphism","Neurodevelopmental disorder with hypotonia, craniofacial abnormalities, and seizures (NEDHCS) is an autosomal recessive syndrome characterized primarily by hypotonia and poor feeding apparent in early",UMLS:C3281055,NCBI:MedGen,NCBI MedGen
UMLS:C0342218,Disease,Excessive glucagon secretion,"Abnormally high levels of glucagon in the blood, which may manifest as hyperglycemia and/or necrolytic migratory erythema.",,NCBI:MedGen,NCBI MedGen
UMLS:C5848096,Disease,Nocturnal hypoglycemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C2873944,Disease,Diabetes Mellitus due to Underlying Condition with Hyperglycemia,Evidence of diabetes mellitus due to underlying condition with hyperglycemia.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268119,Disease,"Type 2 Diabetes Mellitus with Proliferative Diabetic Retinopathy without Macular Edema, Unspecified Eye",Evidence of type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema in an unspecified eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C5786275,Disease,"Drug or Chemical Induced Diabetes Mellitus with Severe Non-Proliferative Diabetic Retinopathy without Macular Edema, Unspecified Eye",Evidence of drug or chemical induced diabetes mellitus with severe non-proliferative diabetic retinopathy without macular edema in an unspecified eye.,,NCBI:MedGen,NCBI MedGen
MONDO:0033537,Disease,Combined oxidative phosphorylation deficiency 47,,UMLS:C5436476,NCBI:MedGen,NCBI MedGen
MONDO:0012335,Disease,Obesity due to pro-opiomelanocortin deficiency,"Early-onset obesity with adrenal insuficiency and red hair (OBAIRH) is an autosomal recessive endocrine disorder characterized by early-onset obesity due to severe hyperphagia, pigmentary abnormalitie",UMLS:C1857854,NCBI:MedGen,NCBI MedGen
MONDO:0011826,Disease,Glucocorticoid deficiency 2,"Familial glucocorticoid deficiency is an autosomal recessive disorder resulting from resistance to the action of adrenocorticotropin (ACTH) on the adrenal cortex, which stimulates glucocorticoid produ",UMLS:C4049714,NCBI:MedGen,NCBI MedGen
UMLS:C4268152,Disease,"Other Specified Diabetes Mellitus with Proliferative Diabetic Retinopathy with Macular Edema, Unspecified Eye","Evidence of other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye not specified elsewhere.",,NCBI:MedGen,NCBI MedGen
UMLS:C0271710,Disease,Reactive hypoglycemia,"Hypoglycermia following a meal (or more generally, after intake of glucose).",,NCBI:MedGen,NCBI MedGen
MONDO:0015448,Disease,Mitochondrial complex III deficiency,"Isolated complex III deficiency is a rare, genetic, mitochondrial oxidative phosphorylation disorder characterized by a wide spectrum of clinical manifestations ranging from isolated myopathy or trans",UMLS:C1852372,NCBI:MedGen,NCBI MedGen
UMLS:C5786279,Disease,Other Specified Diabetes Mellitus with Hyperosmolarity without Non-Ketotic Hyperglycemic-Hyperosmolar Coma,Evidence of other specified diabetes mellitus with hyperosmolarity without non-ketotic hyperglycemic-hyperosmolar coma not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268056,Disease,"Type 1 Diabetes Mellitus with Stable Proliferative Diabetic Retinopathy, Left Eye",Evidence of type 1 diabetes mellitus with stable proliferative diabetic retinopathy in the left eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874173,Disease,Other Specified Diabetes Mellitus with Other Oral Complications,Evidence of other specified diabetes mellitus with other oral complications not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C2873943,Disease,Diabetes Mellitus due to Underlying Condition with Hypoglycemia without Coma,Evidence of diabetes mellitus due to underlying condition with hypoglycemia without coma.,,NCBI:MedGen,NCBI MedGen
UMLS:C4268046,Disease,"Type 1 Diabetes Mellitus with Proliferative Diabetic Retinopathy with Traction Retinal Detachment not Involving the Macula, Left Eye",Evidence of type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula in the left eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C2903687,Disease,"Gestational Diabetes Mellitus in the Puerperium, Insulin Controlled",Evidence of gestational diabetes mellitus in the puerperium that is insulin controlled.,,NCBI:MedGen,NCBI MedGen
UMLS:CN380047,Disease,ABCC8-related diabetes; ABCC8-related hypoglycemia,,,NCBI:MedGen,NCBI MedGen
MONDO:0957997,Disease,"Diabetes, deafness, developmental delay, and short stature syndrome","Diabetes, deafness, developmental delay, and short stature syndrome (DDDS) is characterized by childhood-onset autoantibody-negative diabetes mellitus and bilateral sensorineural deafness, as well as ",UMLS:C5882732,NCBI:MedGen,NCBI MedGen
MONDO:0002412,Disease,Glycogen storage disease,An inherited metabolic disorder characterized either by defects in glycogen synthesis or defects in the breaking down of glycogen. It results either in the creation of abnormal forms of glycogen or ac,UMLS:C0017919,NCBI:MedGen,NCBI MedGen
UMLS:C5786215,Disease,"Diabetes Mellitus due to Underlying Condition with Mild Non-Proliferative Diabetic Retinopathy with Macular Edema, Right Eye",Evidence of diabetes mellitus due to underlying condition with mild non-proliferative diabetic retinopathy with macular edema in the right eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C2874169,Disease,Other Specified Diabetes Mellitus with Other Skin Ulcer,Evidence of other specified diabetes mellitus with other skin ulcer not specified elsewhere.,,NCBI:MedGen,NCBI MedGen
UMLS:C5923915,Disease,Chronic kidney disease stage 3B due to type 1 diabetes mellitus,,,NCBI:MedGen,NCBI MedGen
UMLS:C2749736,Disease,Lethargy associated with hypoglycemia,,,NCBI:MedGen,NCBI MedGen
UMLS:C5786256,Disease,Drug or Chemical Induced Diabetes Mellitus with Moderate Non-Proliferative Diabetic Retinopathy with Macular Edema,Evidence of drug or chemical induced diabetes mellitus with moderate non-proliferative diabetic retinopathy with macular edema.,,NCBI:MedGen,NCBI MedGen
MONDO:0013291,Disease,Glycogen storage disease XV,"Glycogen storage disease type 15 is an extremely rare genetic glycogen storage disease reported in one patient to date. Clinical signs included muscle weakness, cardiac arrhythmia associated with accu",UMLS:C3150754,NCBI:MedGen,NCBI MedGen
UMLS:C4267932,Disease,"Diabetes Mellitus due to Underlying Condition with Proliferative Diabetic Retinopathy with Traction Retinal Detachment not Involving the Macula, Left Eye",Evidence of diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula in the left eye.,,NCBI:MedGen,NCBI MedGen
UMLS:C4546089,Disease,Neonatal hyperglycemia due to iatrogenic intravenous therapy,,,NCBI:MedGen,NCBI MedGen
